WKT,nama,deskripsi
"POLYGON ((106.746408 -6.362062, 106.7333618 -6.4855645, 106.7560211 -6.4971627, 106.8686309 -6.501256, 106.9015899 -6.3825341, 106.746408 -6.362062))",kota depok,
