WKT,nama,deskripsi
"POLYGON ((110.0315262 -7.8927391, 110.7840897 -8.1973285, 110.8294083 -8.1905321, 110.7840897 -7.8179169, 110.492952 -7.749885, 110.4476334 -7.5402782, 110.2745987 -7.7063388, 110.266359 -7.6423723, 110.1290299 -7.6491777, 110.0315262 -7.8927391))",DIY YOGYAKARTA,
