WKT,nama,deskripsi
"POLYGON ((106.7319092 -6.1111609, 106.7257294 -6.3077545, 106.9495759 -6.3193567, 106.9516358 -6.1152574, 106.7319092 -6.1111609))",KOTA DKI JAKARTA,
